"","gene_name","homolog","p"
"43249","Ha412HOChr16g0753041","AT3G21250",1.82e-33
"43250","Ha412HOChr16g0753051","AT1G62730",3.96e-156
"43251","Ha412HOChr16g0753061","AT1G13570",1.32e-23
"43252","Ha412HOChr16g0753081","AT1G18650",2.8e-46
"43253","Ha412HOChr16g0753091","AT1G74310",0
"43254","Ha412HOChr16g0753101","AT5G39000",2.78e-61
"43255","Ha412HOChr16g0753121","ATMG00860",7.11e-26
"43256","Ha412HOChr16g0753131","AT3G52990",4.53e-08
"43257","Ha412HOChr16g0753141","AT1G74310",0
"43258","Ha412HOChr16g0753151","AT5G16390",2.76e-65
"43259","Ha412HOChr16g0753161","AT5G61170",2.5e-91
"43260","Ha412HOChr16g0753171","AT5G07920",0
"43261","Ha412HOChr16g0753181","AT5G61210",1.6e-117
"43262","Ha412HOChr16g0753191","AT5G07890",2.35e-59
"43263","Ha412HOChr16g0753201","AT3G60580",9.89e-22
"43264","Ha412HOChr16g0753221","AT4G23160",5.5e-82
"43265","Ha412HOChr16g0753231","AT5G39000",2.89e-71
"43266","Ha412HOChr16g0753261","AT5G59700",3.51e-68
"43267","Ha412HOChr16g0753291","AT5G07740",5.81e-107
"43268","Ha412HOChr16g0753331","AT5G38990",3.88e-75
"43269","Ha412HOChr16g0753341","AT2G25050",5.69e-14
"43270","Ha412HOChr16g0753351","AT5G07740",6.01e-62
"43271","Ha412HOChr16g0753361","AT1G05500",3.42e-34
"43272","Ha412HOChr16g0753371","AT4G36960",2.64e-12
"43273","Ha412HOChr16g0753381","AT5G07740",7.85e-169
"43274","Ha412HOChr16g0753391","AT5G07740",1.5e-145
"43275","Ha412HOChr16g0753401","AT5G07740",1.16e-148
"43276","Ha412HOChr16g0753411","AT5G07740",4.3e-146
"43277","Ha412HOChr16g0753421","AT3G29765",3.91e-19
"43278","Ha412HOChr16g0753451","AT5G07740",2.76e-153
"43279","Ha412HOChr16g0753461","AT5G38990",8.35e-72
"43280","Ha412HOChr16g0753471","AT5G07740",4.08e-146
"43281","Ha412HOChr16g0753481","AT4G00050",2.59e-38
"43282","Ha412HOChr16g0753491","AT5G39380",9.44e-19
"43283","Ha412HOChr16g0753511","AT1G74360",0
"43284","Ha412HOChr16g0753521","AT1G13950",8.59e-102
"43285","Ha412HOChr16g0753531","AT1G13950",7.06e-101
"43286","Ha412HOChr16g0753541","AT1G13950",8.59e-102
"43287","Ha412HOChr16g0753551","AT1G69410",1.98e-73
"43288","Ha412HOChr16g0753561","AT2G31560",1.62e-44
"43289","Ha412HOChr16g0753571","AT5G07740",0
"43290","Ha412HOChr16g0753591","AT5G61340",3.45e-68
"43291","Ha412HOChr16g0753601","AT5G61350",0
"43292","Ha412HOChr16g0753621","AT5G07720",0
"43293","Ha412HOChr16g0753631","AT5G61370",0
"43294","Ha412HOChr16g0753651","AT1G74410",5.87e-72
"43295","Ha412HOChr16g0753671","AT1G74510",0
"43296","Ha412HOChr16g0753691","AT3G47620",7.75e-67
"43297","Ha412HOChr16g0753701","AT1G67900",2.29e-20
"43298","Ha412HOChr16g0753711","AT1G74520",1.14e-85
"43299","Ha412HOChr16g0753721","AT4G02890",3.84e-69
"43300","Ha412HOChr16g0753731","AT1G26850",0
"43301","Ha412HOChr16g0753761","AT1G74650",1.45e-108
"43302","Ha412HOChr16g0753791","ATMG00860",8.54e-30
"43303","Ha412HOChr16g0753801","ATMG00860",1.18e-29
"43304","Ha412HOChr16g0753841","AT3G01410",7.74e-12
"43305","Ha412HOChr16g0753861","AT1G74660",6.98e-33
"43306","Ha412HOChr16g0753871","AT2G22540",8.22e-58
"43307","Ha412HOChr16g0753881","AT5G62430",1.23e-64
"43308","Ha412HOChr16g0753891","AT3G47490",5.28e-79
"43309","Ha412HOChr16g0753901","AT3G29000",5.6e-22
"43310","Ha412HOChr16g0753911","AT1G69530",1.65e-146
"43311","Ha412HOChr16g0753921","AT2G13770",8.8e-26
"43312","Ha412HOChr16g0753951","AT5G61430",4.68e-116
"43313","Ha412HOChr16g0753961","AT5G04960",1.26e-28
"43314","Ha412HOChr16g0753971","AT5G20970",1.18e-14
"43315","Ha412HOChr16g0753981","AT1G67930",0
"43316","Ha412HOChr16g0753991","ATMG00860",9.08e-28
"43317","Ha412HOChr16g0754031","AT3G01410",8.43e-13
"43318","Ha412HOChr16g0754121","AT5G20970",3.6e-14
"43319","Ha412HOChr16g0754131","AT1G74720",0
"43320","Ha412HOChr16g0754141","AT5G62750",1.01e-09
"43321","Ha412HOChr16g0754161","AT1G69850",0
"43322","Ha412HOChr16g0754181","AT5G62710",0
"43323","Ha412HOChr16g0754201","AT5G62680",0
"43324","Ha412HOChr16g0754211","AT3G47940",1.12e-145
"43325","Ha412HOChr16g0754221","AT1G74740",0
"43326","Ha412HOChr16g0754231","AT1G74780",0
"43327","Ha412HOChr16g0754241","AT2G34350",6.27e-72
"43328","Ha412HOChr16g0754251","AT1G74780",7.44e-120
"43329","Ha412HOChr16g0754321","AT1G74780",0
"43330","Ha412HOChr16g0754351","AT1G74780",0
"43331","Ha412HOChr16g0754361","AT5G16400",7.51e-16
"43332","Ha412HOChr16g0754371","AT5G17530",2.91e-113
"43333","Ha412HOChr16g0754381","AT1G74780",0
"43334","Ha412HOChr16g0754391","AT1G74780",0
"43335","Ha412HOChr16g0754401","AT1G74780",0
"43336","Ha412HOChr16g0754461","AT1G74780",0
"43337","Ha412HOChr16g0754491","AT3G02560",7.39e-115
"43338","Ha412HOChr16g0754501","AT5G62620",0
"43339","Ha412HOChr16g0754521","AT4G27430",1.63e-17
"43340","Ha412HOChr16g0754531","AT1G76810",0
"43341","Ha412HOChr16g0754551","AT3G08720",0
"43342","Ha412HOChr16g0754571","AT5G47390",2.38e-54
"43343","Ha412HOChr16g0754581","AT1G74850",0
"43344","Ha412HOChr16g0754591","AT1G74860",2.35e-30
"43345","Ha412HOChr16g0754641","AT4G23160",7.73e-100
"43346","Ha412HOChr16g0754661","AT4G39830",0
"43347","Ha412HOChr16g0754671","AT1G27210",4.71e-131
"43348","Ha412HOChr16g0754681","AT5G62910",3.64e-56
"43349","Ha412HOChr16g0754691","AT3G48100",4.69e-70
"43350","Ha412HOChr16g0754701","AT5G53000",4.29e-14
"43351","Ha412HOChr16g0754711","AT2G02960",6.83e-14
"43352","Ha412HOChr16g0754721","AT1G74910",0
"43353","Ha412HOChr16g0754741","AT1G19020",1.57e-15
"43354","Ha412HOChr16g0754751","AT3G26040",1.16e-70
"43355","Ha412HOChr16g0754771","AT4G27300",2.19e-62
"43356","Ha412HOChr16g0754781","AT2G46040",8.35e-08
"43357","Ha412HOChr16g0754801","AT5G50120",1.71e-130
"43358","Ha412HOChr16g0754831","AT5G65200",2e-167
"43359","Ha412HOChr16g0754851","AT3G06240",4.48e-10
"43360","Ha412HOChr16g0754861","AT5G62570",8.41e-48
"43361","Ha412HOChr16g0754871","AT5G50100",2.12e-86
"43362","Ha412HOChr16g0754901","AT5G62575",1.36e-28
"43363","Ha412HOChr16g0754921","AT1G60010",2.54e-41
"43364","Ha412HOChr16g0754941","AT5G62890",0
"43365","Ha412HOChr16g0754951","AT5G62880",5.05e-125
"43366","Ha412HOChr16g0754961","AT1G32010",5.94e-07
"43367","Ha412HOChr16g0754971","AT2G26730",2.32e-34
"43368","Ha412HOChr16g0754981","AT2G26730",5.17e-113
"43369","Ha412HOChr16g0754991","AT4G11130",0
"43370","Ha412HOChr16g0755011","ATCG00820",3.47e-23
"43371","Ha412HOChr16g0755021","ATCG00810",3.05e-39
"43372","Ha412HOChr16g0755031","ATCG00800",8.09e-39
"43373","Ha412HOChr16g0755041","AT3G48000",0
"43374","Ha412HOChr16g0755051","AT1G74410",6.35e-19
"43375","Ha412HOChr16g0755061","AT5G62850",1.73e-102
"43376","Ha412HOChr16g0755091","AT5G50000",0
"43377","Ha412HOChr16g0755101","AT5G62850",1.19e-99
"43378","Ha412HOChr16g0755121","AT5G50860",1.11e-60
"43379","Ha412HOChr16g0755141","AT2G44440",5.5e-36
"43380","Ha412HOChr16g0755181","AT1G62400",6.21e-136
"43381","Ha412HOChr16g0755191","AT4G33950",4.86e-16
"43382","Ha412HOChr16g0755201","AT1G27500",0
"43383","Ha412HOChr16g0755211","AT4G32175",7.76e-118
"43384","Ha412HOChr16g0755221","AT5G62810",8.46e-140
"43385","Ha412HOChr16g0755231","AT5G62520",1.29e-63
"43386","Ha412HOChr16g0755251","AT4G22220",1.4e-84
"43387","Ha412HOChr16g0755261","AT1G10650",5.75e-84
"43388","Ha412HOChr16g0755271","AT5G62960",3.8e-134
"43389","Ha412HOChr16g0755281","AT5G66540",3.56e-28
"43390","Ha412HOChr16g0755301","AT5G63030",5.88e-58
"43391","Ha412HOChr16g0755311","AT3G48200",0
"43392","Ha412HOChr16g0755361","AT1G19100",0
"43393","Ha412HOChr16g0755381","AT4G24680",6.33e-174
"43394","Ha412HOChr16g0755401","AT4G19180",1.61e-22
"43395","Ha412HOChr16g0755411","AT4G19180",9.42e-48
"43396","Ha412HOChr16g0755421","AT5G50150",0
"43397","Ha412HOChr16g0755451","AT5G56040",0
"43398","Ha412HOChr16g0755461","AT1G13000",1.54e-80
"43399","Ha412HOChr16g0755471","AT3G54170",4.96e-143
"43400","Ha412HOChr16g0755491","AT5G14540",4.7e-18
"43401","Ha412HOChr16g0755501","AT4G24670",1.56e-169
"43402","Ha412HOChr16g0755511","AT3G01570",1.27e-26
"43403","Ha412HOChr16g0755521","AT2G42490",0
"43404","Ha412HOChr16g0755541","AT4G36960",1.12e-40
"43405","Ha412HOChr16g0755551","AT5G05850",3.53e-133
"43406","Ha412HOChr16g0755561","AT4G24690",5.46e-123
"43407","Ha412HOChr16g0755581","AT2G29760",0
"43408","Ha412HOChr16g0755591","AT4G20360",0
"43409","Ha412HOChr16g0755601","AT5G26990",2.22e-24
"43410","Ha412HOChr16g0755611","AT4G11630",9.18e-60
"43411","Ha412HOChr16g0755621","AT4G23160",2.91e-129
"43412","Ha412HOChr16g0755631","AT5G48270",2.56e-82
"43413","Ha412HOChr16g0755641","AT4G24730",8.66e-70
"43414","Ha412HOChr16g0755651","AT5G50210",0
"43415","Ha412HOChr16g0755661","AT4G24740",0
"43416","Ha412HOChr16g0755701","AT1G20670",1.31e-16
"43417","Ha412HOChr16g0755711","ATMG00860",2.14e-26
"43418","Ha412HOChr16g0755741","AT5G19900",3.41e-22
"43419","Ha412HOChr16g0755771","AT1G77220",1.11e-44
"43420","Ha412HOChr16g0755781","AT1G77220",1.36e-31
"43421","Ha412HOChr16g0755811","AT3G26180",2.01e-93
"43422","Ha412HOChr16g0755831","AT1G49570",1.63e-149
"43423","Ha412HOChr16g0755861","AT4G37180",1.71e-54
"43424","Ha412HOChr16g0755871","AT4G33950",0
"43425","Ha412HOChr16g0755901","AT3G19050",0
"43426","Ha412HOChr16g0755911","AT5G50380",1.23e-42
"43427","Ha412HOChr16g0755921","AT4G19530",4.7e-08
"43428","Ha412HOChr16g0755931","AT3G14470",9.11e-149
"43429","Ha412HOChr16g0755941","AT5G65930",1.48e-07
"43430","Ha412HOChr16g0755951","AT3G14470",7e-165
"43431","Ha412HOChr16g0755991","AT2G15890",9.5e-68
"43432","Ha412HOChr16g0756001","AT2G15900",1.07e-101
"43433","Ha412HOChr16g0756011","AT2G15900",0
"43434","Ha412HOChr16g0756031","AT2G36450",3.37e-10
"43435","Ha412HOChr16g0756071","AT2G26500",5.57e-40
"43436","Ha412HOChr16g0756101","AT1G49470",8.23e-96
"43437","Ha412HOChr16g0756131","AT1G05970",2.93e-54
"43438","Ha412HOChr16g0756141","AT3G18950",2.56e-175
"43439","Ha412HOChr16g0756151","AT3G50830",1.93e-81
"43440","Ha412HOChr16g0756161","AT3G50830",1.14e-81
"43441","Ha412HOChr16g0756211","AT3G18930",2.66e-85
"43442","Ha412HOChr16g0756221","AT2G32415",0
"43443","Ha412HOChr16g0756241","AT5G16270",2.82e-23
"43444","Ha412HOChr16g0756251","AT5G54970",1.01e-09
"43445","Ha412HOChr16g0756261","AT5G15160",2.57e-12
"43446","Ha412HOChr16g0756271","ATMG01080",1.94e-14
"43447","Ha412HOChr16g0756281","AT1G05200",0
"43448","Ha412HOChr16g0756291","AT5G54910",9.46e-17
"43449","Ha412HOChr16g0756301","AT3G21700",1.49e-95
"43450","Ha412HOChr16g0756331","AT4G00730",2.54e-16
"43451","Ha412HOChr16g0756361","AT4G39050",0
"43452","Ha412HOChr16g0756371","AT1G75540",4.8e-63
"43453","Ha412HOChr16g0756391","AT4G17570",7.74e-48
"43454","Ha412HOChr16g0756411","AT5G47140",6.44e-09
"43455","Ha412HOChr16g0756421","AT4G34630",1.72e-14
"43456","Ha412HOChr16g0756431","AT4G39080",0
"43457","Ha412HOChr16g0756441","AT3G14250",1.01e-52
"43458","Ha412HOChr16g0756461","AT2G16430",0
"43459","Ha412HOChr16g0756471","AT4G36360",0
"43460","Ha412HOChr16g0756481","AT2G21440",0
"43461","Ha412HOChr16g0756501","AT2G21470",0
"43462","Ha412HOChr16g0756511","AT4G39140",4.37e-75
"43463","Ha412HOChr16g0756551","AT4G34600",6.93e-13
"43464","Ha412HOChr16g0756611","AT1G55520",4.9e-137
"43465","Ha412HOChr16g0756621","AT1G75390",4.58e-33
"43466","Ha412HOChr16g0756631","AT4G36490",0
"43467","Ha412HOChr16g0756671","AT5G66440",5.66e-17
"43468","Ha412HOChr16g0756691","AT5G62700",1.31e-20
"43469","Ha412HOChr16g0756731","AT1G19610",9.05e-26
"43470","Ha412HOChr16g0756751","AT1G19610",6.96e-26
"43471","Ha412HOChr16g0756761","AT1G19610",3.12e-10
"43472","Ha412HOChr16g0756781","AT1G71830",1.1e-80
"43473","Ha412HOChr16g0756791","AT4G33430",3.37e-40
"43474","Ha412HOChr16g0756811","AT1G19610",1.42e-13
"43475","Ha412HOChr16g0756831","AT1G19610",2e-13
"43476","Ha412HOChr16g0756851","AT1G19610",1.62e-15
"43477","Ha412HOChr16g0756961","AT1G19610",5.76e-20
"43478","Ha412HOChr16g0756981","AT1G19610",4.79e-20
"43479","Ha412HOChr16g0756991","AT1G19610",5.25e-23
"43480","Ha412HOChr16g0757021","AT1G19610",8.34e-12
"43481","Ha412HOChr16g0757051","AT1G19610",1.68e-09
"43482","Ha412HOChr16g0757081","AT4G34530",5.46e-58
"43483","Ha412HOChr16g0757091","AT1G73720",5.79e-24
"43484","Ha412HOChr16g0757101","AT1G73720",3.85e-12
"43485","Ha412HOChr16g0757111","AT4G18465",6.92e-30
"43486","Ha412HOChr16g0757121","AT5G53070",2.42e-77
"43487","Ha412HOChr16g0757141","AT4G39250",6.61e-36
"43488","Ha412HOChr16g0757171","AT4G39260",2.55e-49
"43489","Ha412HOChr16g0757191","ATMG00860",6.23e-29
"43490","Ha412HOChr16g0757201","AT2G21660",7.37e-47
"43491","Ha412HOChr16g0757231","AT2G16250",0
"43492","Ha412HOChr16g0757241","AT3G50860",2.88e-86
"43493","Ha412HOChr16g0757251","AT1G16700",2.44e-140
"43494","Ha412HOChr16g0757261","AT5G65630",4.52e-15
"43495","Ha412HOChr16g0757271","AT5G63320",1.63e-12
"43496","Ha412HOChr16g0757301","AT4G34500",0
"43497","Ha412HOChr16g0757321","AT4G34490",0
"43498","Ha412HOChr16g0757351","AT4G02370",1.76e-43
"43499","Ha412HOChr16g0757421","AT3G18870",6.18e-99
"43500","Ha412HOChr16g0757431","AT4G34450",0
"43501","Ha412HOChr16g0757461","AT4G34430",0
"43502","Ha412HOChr16g0757481","AT1G49320",4.32e-52
"43503","Ha412HOChr16g0757491","AT1G49310",8.29e-08
"43504","Ha412HOChr16g0757521","AT1G49320",6.09e-77
"43505","Ha412HOChr16g0757531","AT1G49330",2.22e-61
"43506","Ha412HOChr16g0757541","AT1G49350",1.27e-126
"43507","Ha412HOChr16g0757551","ATMG00220",1.83e-56
"43508","Ha412HOChr16g0757561","AT3G18840",0
"43509","Ha412HOChr16g0757571","AT1G74630",0
"43510","Ha412HOChr16g0757581","AT1G47740",6.62e-85
"43511","Ha412HOChr16g0757601","AT4G34350",0
"43512","Ha412HOChr16g0757611","AT4G34320",3.92e-163
"43513","Ha412HOChr16g0757621","AT4G34350",0
"43514","Ha412HOChr16g0757631","AT3G52580",1.92e-11
"43515","Ha412HOChr16g0757641","AT3G18890",3.7e-173
"43516","Ha412HOChr16g0757651","AT4G04955",1.67e-10
"43517","Ha412HOChr16g0757691","AT4G34360",1.06e-132
"43518","Ha412HOChr16g0757711","AT4G37240",1.47e-20
"43519","Ha412HOChr16g0757721","AT2G16050",4.75e-128
"43520","Ha412HOChr16g0757731","AT1G66730",8.32e-12
"43521","Ha412HOChr16g0757761","AT3G50810",2.85e-50
"43522","Ha412HOChr16g0757811","AT1G73850",6.19e-140
"43523","Ha412HOChr16g0757821","AT1G05170",0
"43524","Ha412HOChr16g0757831","AT3G09510",9.48e-10
"43525","Ha412HOChr16g0757901","AT4G26930",3.54e-65
"43526","Ha412HOChr16g0757961","AT5G42570",2.12e-91
"43527","Ha412HOChr16g0757981","AT4G26890",2.86e-104
"43528","Ha412HOChr16g0757991","AT1G11910",0
"43529","Ha412HOChr16g0758001","AT1G62300",1.75e-138
"43530","Ha412HOChr16g0758131","AT2G32530",0
"43531","Ha412HOChr16g0758141","AT2G32530",3.05e-106
"43532","Ha412HOChr16g0758151","AT2G32540",2.04e-73
"43533","Ha412HOChr16g0758171","AT2G32530",1.32e-139
"43534","Ha412HOChr16g0758181","AT4G20720",1.54e-32
"43535","Ha412HOChr16g0758201","AT1G05070",1.61e-80
"43536","Ha412HOChr16g0758221","AT4G15440",2.91e-157
"43537","Ha412HOChr16g0758231","AT5G38190",1.37e-09
"43538","Ha412HOChr16g0758241","AT1G62305",1.38e-132
"43539","Ha412HOChr16g0758261","AT5G19620",2.24e-12
"43540","Ha412HOChr16g0758281","AT3G21610",6.09e-78
"43541","Ha412HOChr16g0758291","AT3G21620",0
"43542","Ha412HOChr16g0758321","AT4G15417",2.37e-67
"43543","Ha412HOChr16g0758341","AT4G15417",4.11e-64
"43544","Ha412HOChr16g0758351","AT5G60620",4.21e-20
"43545","Ha412HOChr16g0758381","AT4G22140",3.44e-25
"43546","Ha412HOChr16g0758391","AT4G22140",2.35e-67
"43547","Ha412HOChr16g0758401","AT4G22140",8.75e-74
"43548","Ha412HOChr16g0758411","AT2G29550",7.1e-87
"43549","Ha412HOChr16g0758421","AT5G55140",4.31e-49
"43550","Ha412HOChr16g0758431","AT3G21670",0
"43551","Ha412HOChr16g0758441","AT2G32990",0
"43552","Ha412HOChr16g0758481","AT3G02830",9.62e-80
"43553","Ha412HOChr16g0758591","AT5G35630",8.77e-63
"43554","Ha412HOChr16g0758601","AT1G05000",9.54e-100
"43555","Ha412HOChr16g0758611","AT2G05790",0
"43556","Ha412HOChr16g0758621","AT2G32970",0
"43557","Ha412HOChr16g0758641","AT4G22140",4.35e-55
"43558","Ha412HOChr16g0758661","ATMG00860",2.58e-24
"43559","Ha412HOChr16g0758681","AT2G32900",0
"43560","Ha412HOChr16g0758691","AT2G04570",2.75e-163
"43561","Ha412HOChr16g0758701","AT5G35690",0
"43562","Ha412HOChr16g0758711","AT2G04540",0
"43563","Ha412HOChr16g0758721","AT2G04530",3.67e-178
"43564","Ha412HOChr16g0758731","AT1G04970",8.65e-177
"43565","Ha412HOChr16g0758741","AT5G35670",4.67e-70
"43566","Ha412HOChr16g0758761","AT2G44310",9.16e-44
"43567","Ha412HOChr16g0758841","AT5G63010",1.22e-47
"43568","Ha412HOChr16g0758851","AT5G63010",4.59e-26
"43569","Ha412HOChr16g0758881","AT3G25840",7.81e-94
"43570","Ha412HOChr16g0758901","AT3G10710",2.8e-28
"43571","Ha412HOChr16g0758911","AT3G52140",1.36e-119
"43572","Ha412HOChr16g0758951","AT5G39000",1.99e-07
"43573","Ha412HOChr16g0758961","AT3G46290",5.99e-34
"43574","Ha412HOChr16g0758971","AT2G21480",1.54e-22
"43575","Ha412HOChr16g0758981","AT5G19820",2.6e-13
"43576","Ha412HOChr16g0759001","AT5G42870",1.83e-147
"43577","Ha412HOChr16g0759021","AT1G24620",2.44e-07
"43578","Ha412HOChr16g0759031","AT2G26570",0
"43579","Ha412HOChr16g0759041","AT4G33400",0
"43580","Ha412HOChr16g0759061","AT2G21480",3.71e-20
"43581","Ha412HOChr16g0759071","AT3G46290",5.38e-34
"43582","Ha412HOChr16g0759091","AT3G13810",7.19e-28
"43583","Ha412HOChr16g0759111","AT5G42890",1.06e-71
"43584","Ha412HOChr16g0759121","AT1G07700",5.57e-73
"43585","Ha412HOChr16g0759131","AT5G42900",4.43e-19
"43586","Ha412HOChr16g0759141","AT1G45230",3.71e-74
"43587","Ha412HOChr16g0759171","AT1G45207",3.06e-126
"43588","Ha412HOChr16g0759181","AT3G50330",4.92e-49
"43589","Ha412HOChr16g0759231","AT5G43350",1.46e-18
"43590","Ha412HOChr16g0759241","AT3G54700",3.15e-41
"43591","Ha412HOChr16g0759251","AT1G46264",3.45e-89
"43592","Ha412HOChr16g0759271","AT1G80070",2.55e-121
"43593","Ha412HOChr16g0759281","AT1G80070",3.43e-57
"43594","Ha412HOChr16g0759291","AT4G38780",2.73e-81
"43595","Ha412HOChr16g0759301","AT1G80070",1.24e-163
"43596","Ha412HOChr16g0759311","AT1G80070",0
"43597","Ha412HOChr16g0759321","AT1G80070",1.76e-171
"43598","Ha412HOChr16g0759331","AT4G34040",9.01e-68
"43599","Ha412HOChr16g0759351","AT4G34110",0
"43600","Ha412HOChr16g0759361","AT1G46480",2.59e-66
"43601","Ha412HOChr16g0759381","AT5G67190",6.35e-49
"43602","Ha412HOChr16g0759401","AT5G56750",2.19e-06
"43603","Ha412HOChr16g0759411","AT4G06536",6.18e-47
"43604","Ha412HOChr16g0759431","AT5G43020",0
"43605","Ha412HOChr16g0759441","AT4G40050",1.95e-18
"43606","Ha412HOChr16g0759461","AT4G24240",3.65e-97
"43607","Ha412HOChr16g0759551","AT3G23260",3.29e-15
"43608","Ha412HOChr16g0759561","AT5G17290",5.72e-66
"43609","Ha412HOChr16g0759601","AT2G13770",2.8e-19
"43610","Ha412HOChr16g0759611","AT5G43060",0
"43611","Ha412HOChr16g0759661","AT5G43060",9.01e-21
"43612","Ha412HOChr16g0759671","AT4G07400",0
"43613","Ha412HOChr16g0759691","AT3G46630",4.3e-59
"43614","Ha412HOChr16g0759711","AT5G67260",1.35e-72
"43615","Ha412HOChr16g0759721","AT5G13930",1.45e-169
"43616","Ha412HOChr16g0759831","AT2G05540",2.99e-06
"43617","Ha412HOChr16g0759841","AT4G35780",3.13e-12
"43618","Ha412HOChr16g0759861","ATMG00860",2.09e-29
"43619","Ha412HOChr16g0759891","AT3G15160",7.53e-22
"43620","Ha412HOChr16g0759941","AT1G56720",5.19e-62
"43621","Ha412HOChr16g0759961","AT5G42750",5.05e-25
"43622","Ha412HOChr16g0759971","ATCG00140",7.35e-23
"43623","Ha412HOChr16g0760021","AT2G26560",0
"43624","Ha412HOChr16g0760041","AT5G23540",0
"43625","Ha412HOChr16g0760071","AT4G34310",0
"43626","Ha412HOChr16g0760081","AT4G11800",0
"43627","Ha412HOChr16g0760121","AT2G15760",2e-31
"43628","Ha412HOChr16g0760131","AT5G66850",6.17e-151
"43629","Ha412HOChr16g0760161","AT1G47310",1.33e-79
"43630","Ha412HOChr16g0760171","AT1G27040",9.49e-157
"43631","Ha412HOChr16g0760181","AT5G42630",2.77e-53
"43632","Ha412HOChr16g0760191","AT4G31940",3.57e-08
"43633","Ha412HOChr16g0760201","AT4G31940",3.99e-94
"43634","Ha412HOChr16g0760221","AT4G31950",6.36e-49
"43635","Ha412HOChr16g0760241","AT3G26440",9.62e-08
"43636","Ha412HOChr16g0760251","AT4G31940",1.07e-35
"43637","Ha412HOChr16g0760261","AT4G31940",9.23e-129
"43638","Ha412HOChr16g0760281","AT2G26490",0
"43639","Ha412HOChr16g0760291","AT4G39200",2.16e-27
"43640","Ha412HOChr16g0760301","AT1G48460",2.24e-109
"43641","Ha412HOChr16g0760311","AT5G22330",2.3e-29
"43642","Ha412HOChr16g0760331","AT4G19390",1.61e-41
"43643","Ha412HOChr16g0760341","AT1G47550",0
"43644","Ha412HOChr16g0760361","AT5G42660",0
"43645","Ha412HOChr16g0760371","AT4G36830",1.4e-116
"43646","Ha412HOChr16g0760391","AT3G27740",0
"43647","Ha412HOChr16g0760401","AT1G75030",2.53e-115
"43648","Ha412HOChr16g0760451","AT5G42610",6.63e-92
"43649","Ha412HOChr16g0760471","AT3G01410",5.34e-13
"43650","Ha412HOChr16g0760491","AT1G19330",8.03e-82
"43651","Ha412HOChr16g0760511","AT4G17980",5.74e-11
"43652","Ha412HOChr16g0760521","AT4G36800",5.11e-116
"43653","Ha412HOChr16g0760541","AT1G19350",1.65e-93
"43654","Ha412HOChr16g0760551","AT1G75090",5.87e-97
"43655","Ha412HOChr16g0760561","AT1G47750",1.16e-26
"43656","Ha412HOChr16g0760571","AT1G75100",1.52e-40
"43657","Ha412HOChr16g0760611","AT2G16050",4.23e-17
"43658","Ha412HOChr16g0760631","ATMG00860",4.04e-27
"43659","Ha412HOChr16g0760661","AT1G75100",1.32e-06
"43660","Ha412HOChr16g0760671","AT2G16050",2.77e-19
"43661","Ha412HOChr16g0760691","AT5G42950",0
"43662","Ha412HOChr16g0760701","AT5G42950",0
"43663","Ha412HOChr16g0760731","AT5G42950",0
"43664","Ha412HOChr16g0760751","AT5G42200",3.88e-17
"43665","Ha412HOChr16g0760821","AT1G75170",1.47e-144
"43666","Ha412HOChr16g0760851","AT5G42760",5.67e-159
"43667","Ha412HOChr16g0760861","AT5G42765",1.52e-70
"43668","Ha412HOChr16g0760871","AT2G16250",0
"43669","Ha412HOChr16g0760901","AT1G59870",5.88e-15
"43670","Ha412HOChr16g0760941","AT5G60910",1.7e-83
"43671","Ha412HOChr16g0760961","AT5G58730",8.64e-35
"43672","Ha412HOChr16g0760971","AT1G75250",1.82e-39
"43673","Ha412HOChr16g0760981","AT4G19710",0
"43674","Ha412HOChr16g0761011","AT1G27910",2.34e-37
"43675","Ha412HOChr16g0761051","AT1G03495",6.75e-72
"43676","Ha412HOChr16g0761061","ATMG00860",6.72e-29
"43677","Ha412HOChr16g0761101","AT1G19530",7.31e-06
"43678","Ha412HOChr16g0761111","AT5G39090",3.59e-72
"43679","Ha412HOChr16g0761141","AT1G19530",6.04e-10
"43680","Ha412HOChr16g0761171","AT5G39090",2.25e-72
"43681","Ha412HOChr16g0761201","AT4G05020",8.26e-45
"43682","Ha412HOChr16g0761211","AT5G19580",5.02e-148
"43683","Ha412HOChr16g0761251","AT3G16360",8.54e-41
"43684","Ha412HOChr16g0761271","AT5G56040",2.87e-09
"43685","Ha412HOChr16g0761291","AT2G20080",6.62e-25
"43686","Ha412HOChr16g0761371","AT3G21360",5.3e-128
